smiles,CH4_Permeability_Barrer
*Oc1ccc(C(=O)Nc2ccc(C(C)(C)c3ccc(NC(=O)c4ccc(Oc5cc(C(C)(C)C)c(*)cc5C(C)(C)C)cc4)cc3)cc2)cc1,0.470000002
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(Oc5cc(C(C)(C)C)c(*)cc5C(C)(C)C)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.24
*Oc1ccc(C(=O)c2ccc(-c3cc(C(C)(C)C)c(-c4ccc(-c5ccc(*)cc5C(C)(C)C)cc4C(C)(C)C)cc3C(C)(C)C)cc2)cc1,0.383999996
*Oc1ccc(C(=O)c2ccc(-c3ccc(*)cc3C(C)(C)C)cc2)cc1,0.220999998
*Oc1ccc(C(=O)c2ccc(Oc3cc(C)c(C4(c5cc(C(C)C)c(*)cc5C)OC(=O)c5ccccc54)cc3C(C)C)cc2)cc1,1.09
*Oc1ccc(C(=O)c2ccc(Oc3ccc(*)cc3-c3cc(C)cc(C)c3)cc2)cc1,0.05
*Oc1ccc(C(=O)c2ccc(Oc3ccc(*)cc3-c3cccc(C)c3)cc2)cc1,0.024
*Oc1ccc(C(Cl)(Cl)c2ccc(OC(*)=O)cc2)cc1,0.232999999
*Oc1ccc(C(c2ccc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.530000001
*Oc1ccc(C(c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,2.740000001
*Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)c3cc(C(*)=O)ccc3-4)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.981000006
*Oc1ccc(C(c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.610000007
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.05
*Oc1ccc(C(c2ccc(Oc3c(F)c(F)c(COC(c4ccc(C(OCc5c(F)c(F)c(*)c(F)c5F)(C(F)(F)F)C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.550000001
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)OC(=O)c3ccccc32)cc1,0.167
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,0.663000002
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC3CCC2C3)cc1,0.478999996
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,0.091700001
*Oc1ccc(C2(c3ccc(Oc4ccc(C(*)=O)cc4)cc3)OC(=O)c3ccccc32)cc1,0.470000002
*Oc1ccc(Cc2ccc(Oc3c(F)c(F)c(COC(c4ccc(C(OCc5c(F)c(F)c(*)c(F)c5F)(C(F)(F)F)C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)cc1,0.33
*Oc1ccc(N)c(NC(=O)c2cc(C(c3ccc(C(=O)Nc4ccc(*)cc4N)c(C(=O)O)c3)(C(F)(F)F)C(F)(F)F)ccc2C(=O)O)c1,0.086999999
*Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,0.0222
*Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc2)C3=O)cc1,0.04
*Oc1ccc(Oc2cccc(*)c2C#N)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,0.829999995
*Oc1ccc(Oc2cccc(*)c2C#N)c(-c2cccc(C(F)(F)F)c2)c1,0.09
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(-c4cc(C)c(*)c(C)c4C)c(C)c3C)cc2)cc1,0.941999994
*Oc1ccc(S(=O)(=O)c2ccc(Oc3cc(C)c(C(c4cc(C(C)C)c(*)cc4C)c4ccccc4C(=O)O)cc3C(C)C)cc2)cc1,1.129999999
*Oc1ccc(S(=O)(=O)c2ccc(Oc3cc(C)c(C4(c5cc(C(C)C)c(*)cc5C)OC(=O)c5ccccc54)cc3C(C)C)cc2)cc1,0.928000008
*Oc1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(Oc5c(C)ccc(C)c5*)cc4C3=O)c(C)c1C)C2=O,1.9
*Oc1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(Oc5cc(C(C)(C)C)cc(C)c5*)cc4C3=O)c(C)c1C)C2=O,2.200000001
*Oc1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(Oc5cc(C)c(*)c(C)c5C)cc4C3=O)c(C)c1C)C2=O,7.599999995
*Oc1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(Oc5cc(C)ccc5*)cc4C3=O)c(C)c1C)C2=O,0.470000002
*Oc1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(Oc5cccc(C)c5*)cc4C3=O)c(C)c1C)C2=O,0.7
*Oc1ccc2c(c1)C(=O)N(c1cc(C)c(C)c(N3C(=O)c4ccc(Oc5cc(C)ccc5*)cc4C3=O)c1C)C2=O,0.570000006
*Oc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(-c8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cc7C(F)(F)F)cc6)C(=O)N(c6ccccc6)c6ccccc65)cc4)c(C(F)(F)F)c3)cc1)C2=O,0.840000008
*Oc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(-c8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cc7C(F)(F)F)cc6)c6ccccc6-c6ccccc65)cc4)c(C(F)(F)F)c3)cc1)C2=O,1.039999999
*Oc1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(Oc6cc(C)c(*)c(C)c6C)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,1.699999999
*Oc1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.085000001
*Oc1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C5(CC(C)(C)c7ccc(*)cc75)CC6(C)C)cc4C3=O)c1)C2=O,0.155000001
*Oc1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C5(Cc7ccc(*)cc7C5(C)C)CC6(C)C)cc4C3=O)c1)C2=O,0.155000001
*Oc1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,0.0064
*Oc1cccc(Oc2ccc(*)cc2-c2cc(C)cc(C)c2)c1C#N,0.06
*Oc1cccc(Oc2ccc(*)cc2-c2cccc(C)c2)c1C#N,0.05
*c1c(C)c(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(C(C)C)c3cc4oc5cc7c(=O)n(*)c(=O)c7cc5oc4cc3C23c2ccccc2C63C(C)C)c(C)c1C,105.0
*c1c(C)c(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(CC(C)(C)c3cc4oc5cc7c(=O)n(*)c(=O)c7cc5oc4cc32)CC6(C)C)c(C)c1C,76.99999997
*c1c(C)c(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(CC(C)(C)c3cc5c(cc32)C(=O)N(*)C5=O)CC4(C)C)c(C)c1C,390.0
*c1c(C)c(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1C,28.19999998
*c1c(C)c(C)c(N2C(=O)c3ccc(Oc4ccc(C(C)(C)C)cc4Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1C,3.100000001
*c1c(C)c(C)cc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)C)cc4Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,2.500000002
*c1c(C)c2c(c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c1C)C(C)(C)CC2,23.9
*c1c(C)c2c(c(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c1C)C(C)(C)CC2,8.100000002
*c1c(C)c2c(c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1C)C(C)(C)CC2,50.49999999
*c1c(C)c2c(c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c1C)C(C)(C)CC2,10.30000001
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccc(cc4)C5(C(C)C)c4cc5c(cc43)C(=O)N(*)C5=O)c3ccccc23)c2ccccc12,210.9999999
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4cc5c(cc4C3=O)C3(C)c4ccc(cc4)C5(C)c4cc5c(cc43)C(=O)N(*)C5=O)c3ccccc23)c2ccccc12,215.9999999
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4cc5c(cc4C3=O)C3(CC(C)(C)c4cc6c(cc43)C(=O)N(*)C6=O)CC5(C)C)c3ccccc23)c2ccccc12,359.0000003
*c1c(C)cc(-c2cccc3c(-n4c(=O)c5cc6oc7cc8c(cc7oc6cc5c4=O)C4(CC(C)(C)c5cc6oc7cc9c(=O)n(*)c(=O)c9cc7oc6cc54)CC8(C)C)c(C)ccc23)c2ccccc12,260.0
*c1c(C)cc(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,1.25
*c1c(C)cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1C,23.3
*c1c(C)cc2c(c1C)CN1CN2Cc2c1cc(C)c(-n1c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c1=O)c2C,360.0000002
*c1c(C)cc2c(c1C)CN1CN2Cc2c1cc(C)c(N1C(=O)c3cc4c(cc3C1=O)C1(CC(C)(C)c3cc5c(cc31)C(=O)N(*)C5=O)CC4(C)C)c2C,591.0000002
*c1c(C)cc2c(c1C)CN1CN2Cc2c1cc(C)c(N1C(=O)c3cc4c(cc3C1=O)C1(c3ccccc3-c3cc5c(cc31)C(=O)N(*)C5=O)c1ccccc1-4)c2C,371.0000003
*c1c(C)cc2c(c1C)CN1CN2Cc2c1cc(C)c(N1C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C1=O)c2C,115.9999999
*c1cc(-c2nc3cc(-c4ccc5[nH]c(-c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6)nc5c4)ccc3[nH]2)cc(C(C)(C)C)c1,0.07
*c1cc(-c2nc3cc(-c4ccc5[nH]c(*)nc5c4)ccc3[nH]2)cc(C(C)(C)C)c1,0.05
*c1cc(Br)c(OC(=O)Oc2c(Br)cc(C(*)(C)C)cc2Br)c(Br)c1,0.506000004
*c1cc(Br)c(OC(=O)c2cccc(C(=O)Oc3c(Br)cc(C(*)(C)C)cc3Br)c2)c(Br)c1,0.49
*c1cc(Br)c(OCC(=O)c2cccc(C(=O)Oc3c(Br)cc(C(*)(C)C)cc3Br)c2)c(Br)c1,0.141999999
*c1cc(C(=O)O)cc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,0.331999997
*c1cc(C(=O)O)cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3C2=O)c1,0.0209
*c1cc(C)c(-c2ccc(CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(Cc5ccc(*)c(C)c5C)C6=O)C(F)(F)F)cc4C3=O)c(C)c2C)cc1C,5.6
*c1cc(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(C(C)C)c3cc4oc5cc7c(=O)n(-c8c(C)cc(*)cc8C)c(=O)c7cc5oc4cc3C23c2ccccc2C63C(C)C)c(C)c1,101.0000001
*c1cc(C)c(C)c(N2C(=O)c3ccc(Oc4cc(C)c(Oc5ccc6c(c5)C(=O)N(*)C6=O)c(C)c4C)cc3C2=O)c1C,3.999999997
*c1cc(C)c(CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(Cc4c(C)cc(-c6cc(C)c(*)cc6C)cc4C)C5=O)C(F)(F)F)cc3C2=O)c(C)c1,15.0
*c1cc(C)c(CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(Cc4cc(C)c(-c6cc(C)c(*)cc6C)cc4C)C5=O)C(F)(F)F)cc3C2=O)cc1C,1.9
*c1cc(C)c(Cc2cc(C)c(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2C)cc1C,0.0399
*c1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(C)CCC4(C)c3cc4c(cc32)C(=O)N(c2c(C)cc(*)c3ccccc23)C4=O)c2ccccc12,456.9999999
*c1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(c3ccccc3-4)c3ccccc3-c3cc4c(cc32)C(=O)N(c2c(C)cc(*)c3ccccc23)C4=O)c2ccccc12,325.9999999
*c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1C,1.070000001
*c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(-c6cc(C)c(*)cc6C)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,12.29999999
*c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(*)c6ccccc46)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c2ccccc12,39.90000003
*c1cc(C)c(N2C(=O)c3ccc(Oc4cc(C(C)(C)C)c(Oc5ccc6c(c5)C(=O)N(c5c(C)cc(*)cc5C)C6=O)cc4C(C)(C)C)cc3C2=O)c(C)c1,5.6
*c1cc(C)c(N2C(=O)c3ccc(Oc4cc(C)c(Oc5ccc6c(c5)C(=O)N(c5c(C)cc(*)cc5C)C6=O)c(C)c4C)cc3C2=O)c(C)c1,1.2
*c1cc(C)c(NC(=O)c2ccc(Oc3cc(C(C)(C)C)c(Oc4ccc(C(=O)Nc5c(C)cc(C(*)(C)C)cc5C)cc4)cc3C(C)(C)C)cc2)c(C)c1,2.239999998
*c1cc(C)c(OC(=O)Oc2c(C)cc(C(*)(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1,4.640000005
*c1cc(C)c(OC(=O)Oc2c(C)cc(C(*)(C)C)cc2C)c(C)c1,0.867000005
*c1cc(C)c(OC(=O)c2cc(C(=O)Oc3c(C)cc(C(*)(C)C)cc3C)cc(C(C)(C)C)c2)c(C)c1,2.72
*c1cc(C)c(OC(=O)c2ccc(Oc3c(C)cc(C(*)(C)C)cc3C)cc2)c(C)c1,1.319999999
*c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C(*)(C)C)cc3Br)c2)c(Br)c1,1.059999999
*c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C(*)(C)C)cc3C)c2)c(C)c1,0.472000001
*c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C4(*)c5ccccc5-c5ccccc54)cc3Br)c2)c(Br)c1,3.300000001
*c1cc(C)c(OC(=O)c2cccc(Oc3c(C)cc(C(*)(C)C)cc3C)c2)c(C)c1,0.53
*c1cc(C)c(Oc2ccc(C(=O)c3ccc(-c4c(C)cc(*)cc4C)cc3)cc2)c(C)c1,1.020000001
*c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4c(C)cc(C(*)(C)C)cc4C)cc3)cc2)c(C)c1,1.1
*c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4cc(C)c(C5(*)OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,0.169999999
*c1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc(C(*)(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,3.000000002
*c1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc(C(*)(C)C)cc4C)cc3)cc2)c(C)c1,0.911000006
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5ccc(C(*)(C)C)cc5)cc4C)cc3)cc2)c(C)c1,0.599999999
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C(*)(C)C)c5)cc4C)cc3)cc2)c(C)c1,0.279999999
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(*)(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,3.000000002
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(*)(C)C)cc4C)cc3)cc2)c(C)c1,0.930999998
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(*)cc4C)cc3)cc2)c(C)c1,1.27
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(C)c(C5(*)OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,0.225000001
*c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc(C)c1-2,0.191000001
*c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C)c1-2,2.509999997
*c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc(C)c1-2,0.258000002
*c1cc(Cl)c(OC(=O)Oc2c(Cl)cc(C(*)(C)C)cc2Cl)c(Cl)c1,0.224000001
*c1cc2c(cc1C)-c1c(C)cc(CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1S2(=O)=O,1.979999999
*c1cc2c(cc1C)-c1cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc1S2(=O)=O,0.141999999
*c1cc2c(cc1C)-c1cc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1S2(=O)=O,1.489999999
*c1cc2c(cc1O)C1(CC2(C)C)CC(C)(C)c2cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(O)cc21,7.699999997
*c1cc2c(cc1O)C1(CC2(C)C)CC(C)(C)c2cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)cc21,9.099999993
*c1cc2c(cc1Oc1ccc(C(C)(C)C)cc1)C(=O)N(Cc1ccc(Oc3ccc(N4C(=O)c5cc(*)c(Oc6ccc(C(C)(C)C)cc6)cc5C4=O)cc3)cc1)C2=O,3.160000003
*c1cc2c(cc1Oc1ccc(C)cc1)C(=O)N(Cc1ccc(Oc3ccc(N4C(=O)c5cc(*)c(Oc6ccc(C)cc6)cc5C4=O)cc3)cc1)C2=O,1.449999999
*c1cc2c(cc1Oc1ccccc1)C(=O)N(Cc1ccc(Cc3ccc(N4C(=O)c5cc(*)c(Oc6ccccc6)cc5C4=O)cc3)cc1)C2=O,0.850000008
*c1cc2c(cc1Oc1ccccc1)C(=O)N(Cc1ccc(Oc3ccc(N4C(=O)c5cc(*)c(Oc6ccccc6)cc5C4=O)cc3)cc1)C2=O,0.850000008
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc%10c(c9)C(=O)C(c9ccc(-c%11ccc(*)cc%11C(=O)c%11ccccc%11)cc9C(F)(F)F)C%10=O)cc8C(=O)c8ccccc8)c(C(=O)c8ccccc8)c7)c(C(=O)c7ccccc7)c6)cc5C(=O)c5ccccc5)c(C(=O)c5ccccc5)c4)c(C(=O)c4ccccc4)c3)c(C(=O)c3ccccc3)c2)c(C(=O)c2ccccc2)c1,0.129999999
*c1ccc(-c2ccc(-c3ccc(C(*)(c4ccccc4)C(F)(F)F)cc3)cc2)cc1,12.99999999
*c1ccc(-c2ccc(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n(*)c(=O)c8cc6oc5cc43)CC7(C)C)cc2C(F)(F)F)c(C(F)(F)F)c1,20.00000002
*c1ccc(-c2ccc(C(*)(C(F)(F)F)C(F)(F)F)cc2)cc1,34.0
*c1ccc(-c2ccc(C(*)(c3ccccc3)C(F)(F)F)cc2)cc1,10.0
*c1ccc(-c2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1,2.880000002
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)S(=O)(=O)c3cc4c(cc3S5(=O)=O)C(=O)N(*)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,1.209999999
*c1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(-n8c(=O)c9cc%10c(=O)n(*)c(=O)c%10cc9c8=O)cc7)cc6C(F)(F)F)cc5)C(=O)N(c5ccccc5)c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,0.789999998
*c1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(-n8c(=O)c9cc%10c(=O)n(*)c(=O)c%10cc9c8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,0.939999992
*c1ccc(-c2ccc3c(c2)C(=O)C(c2ccc(-c4ccc5c(c4)C(=O)C(c4ccc(-c6ccc7c(c6)C(=O)C(c6ccc(*)cc6C(F)(F)F)C7=O)cc4C(F)(F)F)C5=O)cc2C(F)(F)F)C3=O)c(C(=O)c2ccccc2)c1,0.359999999
*c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,1.600000001
*c1ccc(-c2nc3ccc(C(c4ccc5nc(-c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6)oc5c4)(C(F)(F)F)C(F)(F)F)cc3o2)cc1,169.0000002
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)n4-c4ccc(C)cc4)c3)n2-c2ccccc2)cc1,0.202
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)n4-c4ccc(Cl)cc4)c3)n2-c2ccccc2)cc1,0.134000001
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)n4-c4ccc(F)cc4)c3)n2-c2ccccc2)cc1,0.067299999
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)n4-c4ccccc4)c3)n2-c2ccccc2)cc1,0.0696
*c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C(*)(C)C)cc5)c(=O)c4cc3c2=O)cc1,0.900000001
*c1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc5c(c4)C(C)(C)CC5(*)C)cc3C(F)(F)F)c(C(F)(F)F)c2)cc1,0.900000001
*c1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc5c(c4)C(C)(C)CC5(*)C)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,0.909999995
*c1ccc(C(=O)Nc2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(C)(C)CC7(*)C)cc5)cc4)cc3)cc2)cc1,0.33
*c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(C)(C)CC5(*)C)cc3)cc2)cc1,0.209999998
*c1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc5c(c4)C(C)(C)CC5(*)C)cc3)cc2)cc1,0.04
*c1ccc(C(=O)Nc2cccc(NC(=O)c3ccc4c(c3)C(C)(C)CC4(*)C)c2)cc1,0.135
*c1ccc(C(=O)Nc2cccc3c(NC(=O)c4ccc5c(c4)C(C)(C)CC5(*)C)cccc23)cc1,0.09
*c1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(Oc6ccc(C(=O)c7ccc(C8(*)OC(=O)c9ccccc98)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.069
*c1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(C(=O)c6ccc(C7(*)OC(=O)c8ccccc87)cc6)cc5)cc4)cc3)cc2)cc1,0.1
*c1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(C(=O)c7ccc(C8(*)OC(=O)c9ccccc98)cc7)cc6)cc5)c4)cc3)cc2)cc1,0.0276
*c1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C(=O)c6ccc(C(*)(C)C)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,0.345000004
*c1ccc(C(c2ccc(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n(*)c(=O)c8cc6oc5cc43)CC7(C)C)cc2)(C(F)(F)F)C(F)(F)F)cc1,26.99999999
*c1ccc(C(c2ccc(O)c(N3C(=O)c4cc5c(cc4C3=O)C3(C)c4ccc(cc4)C5(C)c4cc5c(cc43)C(=O)N(*)C5=O)c2)(C(F)(F)F)C(F)(F)F)cc1,0.73
*c1ccc(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(CC6(C)C)CC(C)(C)c3cc4oc5cc6c(=O)n(-c7cc(C(*)(C(F)(F)F)C(F)(F)F)ccc7C)c(=O)c6cc5oc4cc32)c1,8.999999991
*c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,0.710000002
*c1ccc(CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(Cc4ccc(-c6cc(C)c(*)cc6C)cc4C)C5=O)C(F)(F)F)cc3C2=O)c(C)c1,1.1
*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)c(C)c2C)c(C)c1C,0.0404
