smiles,H2_Permeability_Barrer
*c1c(C)c(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(C(C)C)c3cc4oc5cc7c(=O)n(*)c(=O)c7cc5oc4cc3C23c2ccccc2C63C(C)C)c(C)c1C,3979.999999
*c1c(C)c(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(CC(C)(C)c3cc4oc5cc7c(=O)n(*)c(=O)c7cc5oc4cc32)CC6(C)C)c(C)c1C,530.0000005
*c1c(C)c(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(CC(C)(C)c3cc5c(cc32)C(=O)N(*)C5=O)CC4(C)C)c(C)c1C,1920.000001
*c1c(C)c(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1C,492.0000003
*c1c(C)c(C)c(N2C(=O)c3ccc(Oc4ccc(C(C)(C)C)cc4Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1C,90.99999993
*c1c(C)c(C)cc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)C)cc4Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,85.00000006
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4cc5c(cc4C3=O)C3(C(C)C)c4ccc(cc4)C5(C(C)C)c4cc5c(cc43)C(=O)N(*)C5=O)c3ccccc23)c2ccccc12,2230.0
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4cc5c(cc4C3=O)C3(C)c4ccc(cc4)C5(C)c4cc5c(cc43)C(=O)N(*)C5=O)c3ccccc23)c2ccccc12,3049.999998
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4cc5c(cc4C3=O)C3(CC(C)(C)c4cc6c(cc43)C(=O)N(*)C6=O)CC5(C)C)c3ccccc23)c2ccccc12,1620.000002
*c1c(C)cc(-c2cccc3c(-n4c(=O)c5cc6oc7cc8c(cc7oc6cc5c4=O)C4(CC(C)(C)c5cc6oc7cc9c(=O)n(*)c(=O)c9cc7oc6cc54)CC8(C)C)c(C)ccc23)c2ccccc12,1600.000001
*c1c(C)cc(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,58.20000005
*c1c(C)cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1C,473.0000003
*c1c(C)cc2c(c1C)CN1CN2Cc2c1cc(C)c(-n1c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c1=O)c2C,3300.000001
*c1c(C)cc2c(c1C)CN1CN2Cc2c1cc(C)c(N1C(=O)c3cc4c(cc3C1=O)C1(CC(C)(C)c3cc5c(cc31)C(=O)N(*)C5=O)CC4(C)C)c2C,3199.999998
*c1c(C)cc2c(c1C)CN1CN2Cc2c1cc(C)c(N1C(=O)c3cc4c(cc3C1=O)C1(c3ccccc3-c3cc5c(cc31)C(=O)N(*)C5=O)c1ccccc1-4)c2C,2900.000001
*c1c(C)cc2c(c1C)CN1CN2Cc2c1cc(C)c(N1C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C1=O)c2C,1449.999999
*c1cc(-c2nc3cc(-c4ccc5[nH]c(-c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6)nc5c4)ccc3[nH]2)cc(C(C)(C)C)c1,12.20000001
*c1cc(-c2nc3cc(-c4ccc5[nH]c(*)nc5c4)ccc3[nH]2)cc(C(C)(C)C)c1,10.70000001
*c1cc(Br)c(OC(=O)Oc2c(Br)cc(C(*)(C)C)cc2Br)c(Br)c1,43.00000004
*c1cc(Br)c(OC(=O)c2cccc(C(=O)Oc3c(Br)cc(C(*)(C)C)cc3Br)c2)c(Br)c1,17.79999999
*c1cc(Br)c(OCC(=O)c2cccc(C(=O)Oc3c(Br)cc(C(*)(C)C)cc3Br)c2)c(Br)c1,18.30000001
*c1cc(C(=O)O)cc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,49.59999994
*c1cc(C(=O)O)cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3C2=O)c1,7.829999999
*c1cc(C)c(-c2ccc(CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(Cc5ccc(*)c(C)c5C)C6=O)C(F)(F)F)cc4C3=O)c(C)c2C)cc1C,210.0000001
*c1cc(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(C(C)C)c3cc4oc5cc7c(=O)n(-c8c(C)cc(*)cc8C)c(=O)c7cc5oc4cc3C23c2ccccc2C63C(C)C)c(C)c1,2370.0
*c1cc(C)c(C)c(N2C(=O)c3ccc(Oc4cc(C)c(Oc5ccc6c(c5)C(=O)N(*)C6=O)c(C)c4C)cc3C2=O)c1C,129.9999999
*c1cc(C)c(CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(Cc4c(C)cc(-c6cc(C)c(*)cc6C)cc4C)C5=O)C(F)(F)F)cc3C2=O)c(C)c1,349.9999997
*c1cc(C)c(CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(Cc4cc(C)c(-c6cc(C)c(*)cc6C)cc4C)C5=O)C(F)(F)F)cc3C2=O)cc1C,100.0
*c1cc(C)c(Cc2cc(C)c(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2C)cc1C,13.89999999
*c1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(C)CCC4(C)c3cc4c(cc32)C(=O)N(c2c(C)cc(*)c3ccccc23)C4=O)c2ccccc12,4229.999996
*c1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(c3ccccc3-4)c3ccccc3-c3cc4c(cc32)C(=O)N(c2c(C)cc(*)c3ccccc23)C4=O)c2ccccc12,2969.999998
*c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1C,118.9999999
*c1cc(C)c(N2C(=O)c3ccc(Oc4cc(C(C)(C)C)c(Oc5ccc6c(c5)C(=O)N(c5c(C)cc(*)cc5C)C6=O)cc4C(C)(C)C)cc3C2=O)c(C)c1,150.0
*c1cc(C)c(N2C(=O)c3ccc(Oc4cc(C)c(Oc5ccc6c(c5)C(=O)N(c5c(C)cc(*)cc5C)C6=O)c(C)c4C)cc3C2=O)c(C)c1,54.99999994
*c1cc(C)c(OC(=O)Oc2c(C)cc(C(*)(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1,126.0
*c1cc(C)c(OC(=O)Oc2c(C)cc(C(*)(C)C)cc2C)c(C)c1,31.99999998
*c1cc(C)c(OC(=O)c2cc(C(=O)Oc3c(C)cc(C(*)(C)C)cc3C)cc(C(C)(C)C)c2)c(C)c1,95.99999999
*c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C(*)(C)C)cc3C)c2)c(C)c1,38.60000003
*c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4c(C)cc(C(*)(C)C)cc4C)cc3)cc2)c(C)c1,52.00000004
*c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4cc(C)c(C5(*)OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,21.5
*c1cc(C)c(Oc2ccc(C(C)(C)c3ccc(Oc4c(C)cc(C(*)(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,126.0
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C(*)(C)C)c5)cc4C)cc3)cc2)c(C)c1,20.00000002
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(*)(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,126.0
*c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(C)c(C5(*)OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,16.90000002
*c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc(C)c1-2,29.69999998
*c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C)c1-2,179.0
*c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc(C)c1-2,45.40000001
*c1cc2c(cc1C)-c1c(C)cc(CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1S2(=O)=O,155.9999999
*c1cc2c(cc1C)-c1cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc1S2(=O)=O,28.19999998
*c1cc2c(cc1O)C1(CC2(C)C)CC(C)(C)c2cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(O)cc21,190.0
*c1cc2c(cc1O)C1(CC2(C)C)CC(C)(C)c2cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)cc21,259.0
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc%10c(c9)C(=O)C(c9ccc(-c%11ccc(*)cc%11C(=O)c%11ccccc%11)cc9C(F)(F)F)C%10=O)cc8C(=O)c8ccccc8)c(C(=O)c8ccccc8)c7)c(C(=O)c7ccccc7)c6)cc5C(=O)c5ccccc5)c(C(=O)c5ccccc5)c4)c(C(=O)c4ccccc4)c3)c(C(=O)c3ccccc3)c2)c(C(=O)c2ccccc2)c1,9.979999993
*c1ccc(-c2ccc(-c3ccc(C(*)(c4ccccc4)C(F)(F)F)cc3)cc2)cc1,126.0
*c1ccc(-c2ccc(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n(*)c(=O)c8cc6oc5cc43)CC7(C)C)cc2C(F)(F)F)c(C(F)(F)F)c1,300.0000002
*c1ccc(-c2ccc(C(*)(C(F)(F)F)C(F)(F)F)cc2)cc1,470.0000001
*c1ccc(-c2ccc(C(*)(c3ccccc3)C(F)(F)F)cc2)cc1,113.9999999
*c1ccc(-c2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1,74.00000005
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)S(=O)(=O)c3cc4c(cc3S5(=O)=O)C(=O)N(*)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,58.00000006
*c1ccc(-c2ccc3c(c2)C(=O)C(c2ccc(-c4ccc5c(c4)C(=O)C(c4ccc(-c6ccc7c(c6)C(=O)C(c6ccc(*)cc6C(F)(F)F)C7=O)cc4C(F)(F)F)C5=O)cc2C(F)(F)F)C3=O)c(C(=O)c2ccccc2)c1,23.7
*c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,120.0
*c1ccc(-c2nc3ccc(C(c4ccc5nc(-c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6)oc5c4)(C(F)(F)F)C(F)(F)F)cc3o2)cc1,2950.0
*c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C(*)(C)C)cc5)c(=O)c4cc3c2=O)cc1,16.99999999
*c1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(Oc6ccc(C(=O)c7ccc(C8(*)OC(=O)c9ccccc98)cc7)cc6)cc5)cc4)cc3)cc2)cc1,7.499999993
*c1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(C(=O)c6ccc(C7(*)OC(=O)c8ccccc87)cc6)cc5)cc4)cc3)cc2)cc1,9.199999993
*c1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(C(=O)c7ccc(C8(*)OC(=O)c9ccccc98)cc7)cc6)cc5)c4)cc3)cc2)cc1,5.300000005
*c1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C(=O)c6ccc(C(*)(C)C)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,22.8
*c1ccc(C(c2ccc(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n(*)c(=O)c8cc6oc5cc43)CC7(C)C)cc2)(C(F)(F)F)C(F)(F)F)cc1,360.0000002
*c1ccc(C(c2ccc(O)c(N3C(=O)c4cc5c(cc4C3=O)C3(C)c4ccc(cc4)C5(C)c4cc5c(cc43)C(=O)N(*)C5=O)c2)(C(F)(F)F)C(F)(F)F)cc1,94.00000009
*c1ccc(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(CC6(C)C)CC(C)(C)c3cc4oc5cc6c(=O)n(-c7cc(C(*)(C(F)(F)F)C(F)(F)F)ccc7C)c(=O)c6cc5oc4cc32)c1,220.0000001
*c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,87.20000001
*c1ccc(CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(Cc4ccc(-c6cc(C)c(*)cc6C)cc4C)C5=O)C(F)(F)F)cc3C2=O)c(C)c1,50.99999999
*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)c(C)c2C)c(C)c1C,14.19999999
*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2C)c(C)c1,6.830000005
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C(*)(C)C)cc4)C5=O)cc3C2=O)cc1,59.10000002
*c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc6c(c4)C(*)(C)CC6(C)C)C5=O)cc3C2=O)cc1,27.2
*c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4cccc(C(*)(C)C)c4)C5)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,38.20000001
*c1ccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)C)cc4Oc4ccc5c(c4)C(=O)N(c4ccc(*)cc4OC)C5=O)cc3C2=O)c(OC)c1,22.00000001
*c1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(C(*)(C)C)cc5)C6=O)cc4)cc3C2=O)cc1,9.330000005
*c1ccc(OC(=O)Oc2ccc(C(*)(C)C)cc2)cc1,12.99999999
*c1ccc(OC(=O)c2cc(C(=O)Oc3ccc(C(*)(C)C)cc3C(C)C)cc(C(C)(C)C)c2)c(C(C)C)c1,41.39999999
*c1ccc(OC(=O)c2cc(C(=O)Oc3ccc(C(*)(C)C)cc3C)cc(C(C)(C)C)c2)c(C)c1,27.10000001
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C(*)(C)C)cc3C(C)C)c2)c(C(C)C)c1,18.89999999
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C(*)(C)C)cc3C)c2)c(C)c1,7.790000006
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C(*)c4ccccc4C(=O)O)cc3)c2)cc1,19.69999999
*c1ccc(OOc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(*)(C)C)cc4)cc3)cc2)cc1,6.900000004
*c1ccc(Oc2c(F)c(F)c(COC(c3ccc(C(OCc4c(F)c(F)c(Oc5ccc(C(*)(C)C)cc5)c(F)c4F)(C(F)(F)F)C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)c(F)c2F)cc1,16.99999999
*c1ccc(Oc2c(F)c(F)c(COC(c3cccc(C(OCc4c(F)c(F)c(Oc5ccc(N6C(=O)CCC67CCC(=O)N7*)cc5)c(F)c4F)(C(F)(F)F)C(F)(F)F)c3)(C(F)(F)F)C(F)(F)F)c(F)c2F)cc1,21.00000001
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(S(*)(=O)=O)cc4)cc3)cc2)cc1,27.99999998
*c1ccc(Oc2ccc(-n3c(=O)c4cc5sc6cc7c(=O)n(*)c(=O)c7cc6sc5cc4c3=O)cc2)cc1,11.0
*c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(C(*)(C)C)cc6)cc5)cc4)cc3)cc2)cc1,8.900000007
*c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc([S+]([O-])c5ccc(Oc6ccc(C(*)(C)C)cc6)cc5)cc4)cc3)cc2)cc1,8.900000007
*c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(C(*)(C)C)cc5)cc4)cc3)cc2)cc1,9.069999999
*c1ccc(Oc2ccc(C(=O)c3ccc(C(C)(C)c4ccc(C(=O)c5ccc(Oc6ccc(C(*)(C)C)cc6)cc5)cc4)cc3)cc2)cc1,12.4
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(*)(C)C)cc4)cc3)cc2)cc1,11.0
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,24.59999999
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4C)cc3)cc2)c(C)c1,10.30000001
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(S(*)(=C)=C)cc4)cc3)cc2)cc1,14.00000001
*c1ccc(Oc2ccc(C(*)(c3ccccc3)C(F)(F)F)cc2)cc1,27.99999998
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5ccc(*)s5)cc4C(F)(F)F)cc3)C3c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,54.99999994
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,37.30000002
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,50.39999995
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)N(*)C7=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,49.99999996
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S(*)(=O)=O)cc5)cc4)CCCCC3)cc2)cc1,11.70000001
*c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S(*)(=O)=O)cc4)cc3)cc2)cc1,10.39999999
*c1ccc(Oc2ccc(N3C(=O)c4cc5c(cc4C3=O)S(=O)(=O)c3cc4c(cc3S5(=O)=O)C(=O)N(*)C4=O)cc2)cc1,19.0
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(S(*)(=O)=O)cc4)cc3)cc2)cc1,15.0
*c1ccc(Oc2ccc(Oc3ccc(S(*)(=O)=O)cc3)cc2)cc1,9.800000007
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccc(Oc6ccc(C(*)(C)C)cc6)cc5)cc4)cc3)cc2)cc1,20.09999998
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C(*)(C)C)cc5)cc4)cc3)cc2)cc1,36.00000002
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C(*)(C)C)c5)cc4)cc3)cc2)cc1,10.59999999
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(*)(C)C)cc4)cc3)cc2)cc1,14.00000001
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(*)(C)C)cc4C)cc3)cc2)c(C)c1,11.0
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(*)c5ccccc5C(=O)O)cc4)cc3)cc2)cc1,7.220000007
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5(*)CCCCC5)cc4C)cc3)cc2)c(C)c1,9.179999996
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,12.09999999
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4C)cc3)cc2)c(C)c1,10.79999999
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C(*)(C)C)c4)cc3)cc2)cc1,8.0
*c1ccc(Oc2ccc(S(*)(=O)=O)cc2)cc1,8.0
*c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N5C(=O)c6ccc(Oc7ccc(C(*)(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,8.310000004
*c1ccc(Oc2ccc3cc(Oc4ccc(S(*)(=O)=O)cc4)ccc3c2)cc1,7.250000007
*c1ccc(Oc2ccc3ccc(Oc4ccc(S(*)(=O)=O)cc4)cc3c2)cc1,8.150000005
*c1ccc2c(c1)C(=O)C(c1ccc(-c3ccc(-c4ccc(-c5ccc(*)cc5C(=O)c5ccccc5)cc4C(=O)c4ccccc4)cc3C(=O)c3ccccc3)cc1C(F)(F)F)C2=O,11.0
*c1ccc2c(c1)C(=O)C(c1ccc(-c3ccc(C4C(=O)c5ccc(-c6ccc(C7C(=O)c8ccc(-c9ccc%10c(c9)C(=O)C(c9ccc(-c%11ccc%12c(c%11)C(=O)C(c%11ccc(-c%13ccc%14c(c%13)C(=O)C(c%13ccc(-c%15ccc%16c(c%15)C(=O)C(c%15ccc(-c%17ccc(C%18C(=O)c%19ccc(-c%20ccc%21c(c%20)C(=O)C(c%20ccc(-c%22ccc(*)cc%22C(=O)c%22ccccc%22)cc%20C(F)(F)F)C%21=O)cc%19C%18=O)c(C(F)(F)F)c%17)cc%15C(F)(F)F)C%16=O)cc%13C(F)(F)F)C%14=O)cc%11C(F)(F)F)C%12=O)cc9C(F)(F)F)C%10=O)cc8C7=O)c(C(F)(F)F)c6)cc5C4=O)c(C(F)(F)F)c3)cc1C(F)(F)F)C2=O,26.0
*c1ccc2c(c1)C(=O)C(c1ccc(-c3ccc(*)cc3C(=O)c3ccccc3)cc1C(F)(F)F)C2=O,16.69999999
*c1ccc2c(c1)C(=O)C(c1ccc(*)cc1C(F)(F)F)C2=O,27.40000001
*c1ccc2c(c1)C(=O)N(Oc1ccc(-c3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2,47.40000004
*c1ccc2c(c1)C(=O)N(Oc1ccc(-c3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1C(F)(F)F)C2,55.40000003
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,58.6
*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2,107.9999999
*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,107.9999999
*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2,59.10000002
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,44.69999999
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,6.4
*c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,54.00000002
*c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,14.70000001
*c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)C2=O,28.70000002
*c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([Si](*)(C)C)cc4C3=O)cc1)C2=O,9.400000009
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(-c5ccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2,17.29999999
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(-c5ccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6C(F)(F)F)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2,30.59999997
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,35.69999999
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,55.40000003
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,30.59999997
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2,40.69999998
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,34.49999999
